"Id","Probability"
1,0.0376960725459553
2,0.06825673027516
3,0.0701490962547097
4,0.161099369116456
5,0.0309152818727463
6,0.0539244689490903
7,0.0548932832513237
8,0.0636349923866989
9,0.0556646841732761
10,0.101814372029469
11,0.0324172202157764
12,0.0430592380919318
13,0.0552680081791574
14,0.0541074980989864
15,0.0557448090252036
16,0.0532133652560987
17,0.0587836119963447
18,0.024801555774338
19,0.0468890432435207
20,0.0543368693363127
21,0.0520830365073495
22,0.0561464601246203
23,0.0590872024769579
24,0.0707465051109226
25,0.0606548132934727
26,0.0679236504375171
27,0.0375090334733759
28,0.0703139384077572
29,0.0551650542203862
30,0.0705633605592598
31,0.0600956131192328
32,0.0548252725796753
33,0.0562562185063778
34,0.034225436570592
35,0.070579396792836
36,0.0566615839421711
37,0.052700804309135
38,0.063121683253311
39,0.0535229743104835
40,0.0705632869749964
41,0.0705637443873745
42,0.0718786501312859
43,0.0605134810518066
44,0.0500827007222486
45,0.0690687491338651
46,0.0538671784175547
47,0.0310913342901972
48,0.0747860786055708
49,0.0608838170587453
50,0.058111920746298
51,0.0653473066504362
52,0.0664615469409043
53,0.0557388518664462
54,0.0589964765591736
55,0.0574706890266848
56,0.0472439007844961
57,0.0560891683532889
58,0.0437540756178879
59,0.212523488411113
60,0.0625540888827336
61,0.0705637118670566
62,0.0700205798653198
63,0.0421003964409387
64,0.038013207049361
65,0.0460601056948601
66,0.0617636359457876
67,0.0546352523795095
68,0.0510835263018472
69,0.0283850822390554
70,0.0714987726543124
71,0.0596422718999619
72,0.0504048058178559
73,0.0557830142267445
74,0.0184366010805189
75,0.0522092861377832
76,0.0592765004327985
77,0.0575658425386699
78,0.0727731522245189
79,0.0705637236959622
80,0.0622431403197921
81,0.0639334499699107
82,0.0575781807216513
83,0.0587991258106358
84,0.0583271348481042
85,0.0705400678839566
86,0.0390941572080384
87,0.056488960019969
88,0.0418621488164524
89,0.0626275764251758
90,0.0212001589566128
91,0.0599115964781196
92,0.0557427853560247
93,0.0664520896269085
94,0.05988327659789
95,0.0603127836162606
96,0.0705637236959678
97,0.0678331322111646
98,0.0591055385240656
99,0.0402727806233148
100,0.0402966678450891
101,0.0483914914461172
102,0.0480680413406393
103,0.0586375845643858
104,0.0309029936481051
105,0.0705636501967363
106,0.0428277444419034
107,0.0707936261090676
108,0.0607595639998488
109,0.0570243015553403
110,0.0398591597909968
111,0.0705636671890717
112,0.0705500290281594
113,0.0308183560018902
114,0.0700516781744578
115,0.0470648093593599
116,0.0678117976849255
117,0.0561192078863162
118,0.0492289949843507
119,0.258670089320347
120,0.0481477656896908
121,0.0259746794038599
122,0.0681486636287435
123,0.0705211154596327
124,0.0708066294742542
125,0.0626449347441165
126,0.0705634481942658
127,0.0674140629248384
128,0.0262699589835457
129,0.0534112639293098
130,0.0704111707712584
131,0.0614773882765911
132,0.0515264943401474
133,0.06302592935796
134,0.0679459672573584
135,0.0589204654494546
136,0.140042291313096
137,0.068303948609771
138,0.0652181490133513
139,0.055135696416231
140,0.0530340128249083
141,0.056639598269468
142,0.0473855289336836
143,0.0573844416448211
144,0.0254843367310191
145,0.0428302334723785
146,0.0457667788409202
147,0.0578268804355234
148,0.0626331411955395
149,0.0463777962810806
150,0.0732518823747511
151,0.0519340553789822
152,0.0705560992759362
153,0.0545386575867412
154,0.05683899072539
155,0.0592805026056707
156,0.0647786344971732
157,0.0611287113251375
158,0.058701266928514
159,0.0694653604688621
160,0.0548774264394499
161,0.0441228937486343
162,0.0557660827566885
163,0.0665981634295067
164,0.0432457401414242
165,0.0560712982352747
166,0.0486081890639378
167,0.0705677589012731
168,0.070563613796399
169,0.0713362824769962
170,0.0278210726227747
171,0.0564131022684926
172,0.0616802061959742
173,0.0576933565255125
174,0.0481880713202273
175,0.0480541981396037
176,0.0631186387787731
177,0.0207124751105995
178,0.0703910659632813
179,0.0621753617061482
180,0.0610588530521351
181,0.150204267850178
182,0.0522038629470981
183,0.0554751872494005
184,0.0838766618539761
185,0.069545278909162
186,0.0372366007762931
187,0.0286813247133073
188,0.0566427993151404
189,0.069364391269879
190,0.0679533171888026
191,0.0413655235469992
192,0.0544588062114022
193,0.0678301305824536
194,0.0444895356653926
195,0.0555559694396351
196,0.0255088293120131
197,0.0620689399431954
198,0.05251713504706
199,0.0633462686192797
200,0.0542113055962862
201,0.0675552051534621
202,0.0631548920533256
203,0.0705541132856059
204,0.0582479616934093
205,0.0705637236949442
206,0.0519793507912914
207,0.0705636233798001
208,0.070555653642837
209,0.048910091030706
210,0.0543577189780498
211,0.0452422102480172
212,0.0550633578515395
213,0.0552214323103297
214,0.0534838564258245
215,0.0568557554656142
216,0.0420348291100766
217,0.0705613799369567
218,0.067015030111697
219,0.048478375039507
220,0.0546921555176902
221,0.0299406196806374
222,0.0646067447266953
223,0.0445996310700054
224,0.0628586319809699
225,0.0595537399280777
226,0.0471256442261843
227,0.0918026801337347
228,0.0339015460762892
229,0.0635515138146249
230,0.06832419419743
231,0.0671504672415653
232,0.0618122381109624
233,0.0543812834489313
234,0.0616267298733248
235,0.0646889963306559
236,0.0769420982157629
237,0.0612691034644358
238,0.0555321388695102
239,0.0422597313069548
240,0.0567935535560952
241,0.056154399646122
242,0.0536870262362201
243,0.0623220573783772
244,0.0585851021759646
245,0.0463028792303464
246,0.0625027978258599
247,0.0950219049784811
248,0.070563723693391
249,0.11190532285305
250,0.216495456371855
251,0.0460083668875681
252,0.405183028759253
253,0.0589296670177664
254,0.0628914995640493
255,0.0581283637804228
256,0.0517184784122763
257,0.0598381188831682
258,0.0693831171257538
259,0.0705601459104556
260,0.0635917028953416
261,0.0556001531151432
262,0.0229848509188793
263,0.0548796142829282
264,0.0471060080148457
265,0.0546748588156601
266,0.0553272748572099
267,0.0605118772936274
268,0.0437697681885576
269,0.0625336575924707
270,0.0406689272967426
271,0.0638544201896793
272,0.0629233868967163
273,0.055071274212719
274,0.0554320654163672
275,0.0688168553803468
276,0.0565091919623317
277,0.0695575329211915
278,0.0505332206305991
279,0.0426709265039075
280,0.0519194898172583
281,0.0760561542280366
282,0.0637953997257366
283,0.0668419083272555
284,0.020109218176587
285,0.0519150109622989
286,0.0655570088778673
287,0.0445685038365305
288,0.0558961232008084
289,0.0608766039114206
290,0.0440933586292591
291,0.0688406455127332
292,0.0604909346955707
293,0.0181514035534577
294,0.0627888046047481
295,0.0501261644809459
296,0.0260371623204659
297,0.0546992855949693
298,0.0327647567511545
299,0.0704083872578261
300,0.0529034115911136
301,0.0575156717559609
302,0.0506774631283961
303,0.0565571658240983
304,0.0571550017035016
305,0.0725402505663509
306,0.0666396518844214
307,0.0635136827259325
308,0.0546485775925981
309,0.0646799834679082
310,0.0538426176793481
311,0.113931583856455
312,0.0667384981505357
313,0.0712734777516404
314,0.0705628591002085
315,0.177759270510719
316,0.060074653078596
317,0.0709597006493944
318,0.0339789847036118
319,0.0705637192580997
320,0.0443903344005756
321,0.0546967475923695
322,0.0194274792465134
323,0.0545408510597336
324,0.045415430511061
325,0.0677418575349711
326,0.0481913589263953
327,0.062368950370241
328,0.0490285103021124
329,0.0576053791052166
330,0.0284166989760612
331,0.0466261849480627
332,0.0531538756063782
333,0.0288722159508865
334,0.0285350035826807
335,0.0557111537399313
336,0.0478927640090833
337,0.0335757892068019
338,0.372241912395077
339,0.0705616638417737
340,0.041851922520045
341,0.0433374866754985
342,0.0399694644163518
343,0.0687440427141941
344,0.0477975001418365
345,0.0544982359567046
346,0.0610616099784667
347,0.0704323306319362
348,0.0705616499431298
349,0.0420584523765525
350,0.0594122683665424
351,0.115001108982624
352,0.0704428935565103
353,0.062581205313408
354,0.0575396421562385
355,0.0572514601880909
356,0.0602270033778493
357,0.0755075522474184
358,0.0497570244143937
359,0.0705322800335344
360,0.0487594445249592
361,0.107860503349026
362,0.0567408492270923
363,0.0654757292736031
364,0.0271910063072126
365,0.070473749258475
366,0.0184816514315588
367,0.0662124340783422
368,0.0439477287311169
369,0.0619321609732286
370,0.0890908100822561
371,0.0503475979005249
372,0.0675981745165479
373,0.0511100254044099
374,0.0583937510040292
375,0.0508223475389852
376,0.0540445022745565
377,0.0637690003189822
378,0.0692851761488117
379,0.0480181770179673
380,0.0583137584691803
381,0.0529579290116582
382,0.0536746374530761
383,0.0699214759311832
384,0.0704676934208767
385,0.0589952614341049
386,0.0670977512262588
387,0.0481993177013236
388,0.0462961617968286
389,0.056821049614679
390,0.0512146981618478
391,0.0574582721975368
392,0.0510324164401505
393,0.104148931686293
394,0.025218922175793
395,0.068729973452043
396,0.0540650935637417
397,0.0500633153028957
398,0.0330224008445045
399,0.0530072242096155
400,0.0529147463509197
401,0.0666343268479911
402,0.0648633422496475
403,0.0653709613644378
404,0.0564845543882034
405,0.0705637236946144
406,0.0705702468982585
407,0.0620863741898401
408,0.0705635204924305
409,0.0281577962165642
410,0.0581281684751766
411,0.0584885435582642
412,0.0484482511585993
413,0.0367790052309995
414,0.0522499457471487
415,0.0535535424517894
416,0.0658689372762751
417,0.0754359268316036
418,0.0644958363587549
419,0.0576944873163582
420,0.11584520391593
421,0.0537792500755431
422,0.0525902989699234
423,0.0552619151061031
424,0.0442828980260333
425,0.0483068978529961
426,0.0567587826277353
427,0.0705637236959666
428,0.0536724693900625
429,0.0517521632142906
430,0.0467614803926948
431,0.0660346773866857
432,0.0600453006096789
433,0.0437431553071432
434,0.0476421090873907
435,0.0484365774051308
436,0.0568078209648561
437,0.0471932220553346
438,0.146789339417172
439,0.0568071085182579
440,0.0393381485843469
441,0.0705632743981055
442,0.0545099371235721
443,0.0705616280412764
444,0.070563723695967
445,0.0672592721349084
446,0.0705637225366248
447,0.0543909846477464
448,0.0460776006599727
449,0.0704348291426437
450,0.0527274057441411
451,0.0705633765003338
452,0.0556333580449388
453,0.059375351788107
454,0.0704990663171654
455,0.0682954634657611
456,0.0409558389934913
457,0.0656893817029266
458,0.0635410825973319
459,0.0402281300400618
460,0.0392096877133235
461,0.0554277625240295
462,0.136425396146597
463,0.0543490813086703
464,0.0442543587228353
465,0.139070629944027
466,0.0606850824473663
467,0.042933612824069
468,0.0332648128669438
469,0.0530490154110037
470,0.32162317792533
471,0.0544581253380588
472,0.0326985700360703
473,0.0704581774413879
474,0.0704196854930414
475,0.036195539506103
476,0.0546112826427754
477,0.0597674621816228
478,0.424264937657483
479,0.0705628707619734
480,0.0548603450498858
481,0.0665203001510341
482,0.0545452904740762
483,0.039486863401898
484,0.0762701853125965
485,0.0504312538160892
486,0.0691378627787996
487,0.0533026412174067
488,0.0428925797990414
489,0.0705637236959678
490,0.0380019250771409
491,0.0564710666321261
492,0.0422602758346658
493,0.114907569481151
494,0.0705607335465033
495,0.0784135694373917
496,0.0596537237131979
497,0.06775179789249
498,0.0446813642014647
499,0.0570555177903967
500,0.0699954021934404
501,0.0539818084222048
502,0.0410983008503407
503,0.0843796482679831
504,0.253893040157898
505,0.0540533239028718
506,0.0705637526961344
507,0.0705565687665818
508,0.0538497675578384
509,0.028021948207943
510,0.0366189944895433
511,0.0501435108897931
512,0.0705581706800654
513,0.0674411528239883
514,0.0649985033780312
515,0.0634061167220342
516,0.0705623845611194
517,0.0322560411569081
518,0.0603768195088901
519,0.0584136461024602
520,0.177815774666248
521,0.0603489320512587
522,0.0672386529072028
523,0.0550124163728767
524,0.067208535983017
525,0.0626251434979955
526,0.0712220183774865
527,0.0529679975443719
528,0.0634348574887948
529,0.0705258595454465
530,0.0281562325132681
531,0.0453006601370171
532,0.0539278800934396
533,0.050035997401903
