"Id","Probability"
1,0.0604925795624103
2,0.0198336119802706
3,0.0450023317605088
4,0.079853804523838
5,0.0415020173440763
6,0.019268484227426
7,0.0670912573574278
8,0.0360761224993805
9,0.0296728700505899
10,0.105922800548773
11,0.0326130511599759
12,0.0578535052022285
13,0.0246466496699627
14,0.0710883687129443
15,0.0262733940247265
16,0.045266945862346
17,0.037785649829254
18,0.0652759745929171
19,0.0639480185658497
20,0.029766191305275
21,0.0222580738200793
22,0.0186085345162687
23,0.0185493031119298
24,0.364216976817618
25,0.0225074886206321
26,0.0162425980203164
27,0.0542198016790265
28,0.0523533622186904
29,0.0346818411386334
30,0.0749449529535538
31,0.0621791211756653
32,0.0501437084197177
33,0.0279448946101978
34,0.0640401214395105
35,0.349896152729294
36,0.0481550379338206
37,0.0553802827910042
38,0.0487462823040933
39,0.0305338363571996
40,0.0592175264396196
41,0.145494938478506
42,0.0670847260268338
43,0.0608102947680572
44,0.0558284714505355
45,0.0588336823370234
46,0.0258625722823309
47,0.0616648966853821
48,0.0723950773036162
49,0.0544485983206333
50,0.0442696589111077
51,0.0831052702187237
52,0.0561466951868641
53,0.0551495387431035
54,0.0638439509245529
55,0.00790675115020367
56,0.0188251132391748
57,0.0116691915290647
58,0.0630202366755831
59,0.0552321833471837
60,0.0489298404937737
61,0.0770564511891082
62,0.0452928821020326
63,0.0669759908092128
64,0.0646342585567141
65,0.0437560057359345
66,0.0478728156444555
67,0.043615009274432
68,0.0600465437930012
69,0.0589255069528455
70,0.127511029451111
71,0.0591917497374558
72,0.0632632445551538
73,0.0473175226146021
74,0.0549967101789315
75,0.0407599990688098
76,0.0556786641297948
77,0.0160792276148802
78,0.0995406425804432
79,0.0882307066487505
80,0.0466963034917738
81,0.0352896359259904
82,0.0244333555244777
83,0.066743132703402
84,0.0442016331873386
85,0.0863431814466056
86,0.0652103168922668
87,0.0668852936727042
88,0.0545538687749277
89,0.0661756829057092
90,0.0610034444739513
91,0.0435292781467373
92,0.0477145866148127
93,0.0530846437897632
94,0.0181343349268519
95,0.0582534612428175
96,0.0934672317829651
97,0.024950985364071
98,0.0322769346255171
99,0.0641738794210481
100,0.0626732524600535
101,0.066134730598829
102,0.0499748056660908
103,0.0346466792804514
104,0.0479493500768755
105,0.081795589837614
106,0.0658552200857832
107,0.0541864321894186
108,0.0465371214234692
109,0.0302720599527207
110,0.0474529610506224
111,0.0579194565110691
112,0.0615964853416733
113,0.0549218335523171
114,0.1548069949808
115,0.0637218549746342
116,0.0363166138051378
117,0.0475793637915897
118,0.0643069015917994
119,0.0613886884452722
120,0.037104354667327
121,0.0527423508510367
122,0.105174935479931
123,0.0450400927501861
124,0.278483028788452
125,0.042851868836682
126,0.0785020366974604
127,0.0523850804636448
128,0.0519384756570474
129,0.0411650093413698
130,0.0638300337576169
131,0.0499285359907958
132,0.0535837871857836
