"Id","Probability"
1,0.0503533980320077
2,0.0183936975719978
3,0.043297261842784
4,0.0711903122206641
5,0.0494216272600458
6,0.0299864404403671
7,0.0638085402731192
8,0.0415789295148318
9,0.0275743297379046
10,0.0693830153421304
11,0.0337240729988264
12,0.0561160117509973
13,0.0351476819234131
14,0.0615574436343172
15,0.0399224558658353
16,0.0506743721606391
17,0.0472552499473134
18,0.0586427639032292
19,0.0493552862763252
20,0.042617428013857
21,0.0227437079614392
22,0.038115834690563
23,0.0339784272370397
24,0.260725802918432
25,0.0389367118910879
26,0.0154042464600158
27,0.0475180062313893
28,0.0573794971674432
29,0.0469361004726751
30,0.0728263837033515
31,0.0535964761923016
32,0.0414162338003413
33,0.037414913210277
34,0.0575096318210619
35,0.224669194952968
36,0.0531693410338402
37,0.0497793640530681
38,0.0444624794536453
39,0.0415533448608384
40,0.0685252891611558
41,0.238614826241854
42,0.0576919158753124
43,0.0577800183995254
44,0.0555541128049364
45,0.0668704735372208
46,0.0334222977958604
47,0.0529574927757515
48,0.0594037263366628
49,0.0522040495622009
50,0.051267308094488
51,0.0569084943941553
52,0.0527357805896939
53,0.0593571205732608
54,0.0590385177428971
55,0.0281499570466447
56,0.0240033548302307
57,0.0263906442532855
58,0.0567226597105325
59,0.0473876563530974
60,0.046576188982996
61,0.0776661086384456
62,0.0474366912747883
63,0.0595967250595712
64,0.0567831258895887
65,0.0527624238290529
66,0.0597660349058136
67,0.0486960273950442
68,0.0575552183336574
69,0.0594141196399318
70,0.328839477666191
71,0.0516884899134384
72,0.0593088547978331
73,0.0538719332045127
74,0.0547760612710736
75,0.0355340349983841
76,0.0488878177179832
77,0.0354458343858983
78,0.0698789992000306
79,0.106473853512686
80,0.0562133763093318
81,0.0403499354024804
82,0.03218585071822
83,0.0605679144800752
84,0.0527284254851337
85,0.0827816017552317
86,0.0606078954862057
87,0.0607439109402218
88,0.0585981912979492
89,0.0603422708936229
90,0.0577706657600671
91,0.0541149642076649
92,0.0481185332387341
93,0.0585278393738965
94,0.0236168572971311
95,0.0635880866127531
96,0.114017144358103
97,0.0344875451693146
98,0.0418556145804469
99,0.0544461899838468
100,0.059029062171583
101,0.0574548299915363
102,0.0524599916504655
103,0.044252738373182
104,0.0482866867346516
105,0.0905029816543372
106,0.0594420232842385
107,0.0397526188900105
108,0.0540721085404108
109,0.0408048065346366
110,0.0545641948751387
111,0.0719466323761304
112,0.0582989872500968
113,0.0555941491515356
114,0.10607845172691
115,0.0569892198489516
116,0.0522168204399304
117,0.0446257541850307
118,0.058149391826161
119,0.0582000240972316
120,0.0487439071890677
121,0.0493529259333913
